jlpt.n2.grammar.0001,N2,～ばいいのに,～ばいいのに,-,동사 ば형(가정형) + いいのに,~하면 좋을 텐데 (아쉬움),실제로 안 해서 아쉬운 마음.,もっと早く来ればいいのに。,좀 더 일찍 오면 좋을 텐데.,もっと{早|はや}く{来|く}ればいいのに。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0002,N2,～なかなか～ない,～なかなか～ない,-,なかなか + 동사 부정형,좀처럼 ~하지 않다,기대만큼 잘 안 됨.,バスがなかなか来ない。,버스가 좀처럼 오지 않는다.,バスがなかなか{来|こ}ない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0003,N2,～わけです,～わけです,-,동사·형용사 보통형 + わけです,~인 것이다; ~인 셈이다,당연한 결론을 설명.,だから彼は怒っているわけです。,그래서 그가 화가 나 있는 것이다.,だから{彼|かれ}は{怒|おこ}っているわけです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0004,N2,～にあたって,～にあたって,-,명사·동사 사전형 + にあたって,~에 즈음하여; ~할 때,중요한 일을 앞두고. 격식체.,試合にあたって注意点を説明します。,시합에 즈음하여 주의점을 설명합니다.,{試合|し|あい}にあたって{注意点|ちゅう|い|てん}を{説明|せつ|めい}します。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0005,N2,～以外の,～{以外|い|がい}の,-,명사 + 以外の,~이외의; ~말고의,그것을 제외한 나머지.,これ以外の方法はない。,이것 이외의 방법은 없다.,これ{以外|い|がい}の{方法|ほう|ほう}はない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0006,N2,～というわけではない,～というわけではない,-,보통형 + というわけではない,~라는 것은 아니다 (부분 부정),완전 부정이 아님.,全部が嫌いというわけではない。,전부가 싫다는 것은 아니다.,{全部|ぜん|ぶ}が{嫌|きら}いというわけではない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0007,N2,なるべく,なるべく,-,부사 (동사·형용사 수식),되도록; 가능한 한,가급적 그렇게 하려는 노력.,なるべく早く帰ります。,되도록 일찍 돌아가겠습니다.,なるべく{早|はや}く{帰|かえ}ります。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0008,N2,別に～ない,{別|べつ}に～ない,-,別に + 부정형,딱히 ~하지 않다; 별로 ~않다,특별할 것 없음.,別に問題ない。,딱히 문제없다.,{別|べつ}に{問題|もん|だい}ない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0009,N2,たしか,たしか,-,부사 (문장 앞),아마; 분명(기억으로는),확실치 않은 기억을 더듬을 때.,たしか去年もここに来た。,아마 작년에도 여기 왔었다.,たしか{去年|きょ|ねん}もここに{来|き}た。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0010,N2,何といっても,{何|なん}といっても,-,관용 부사구,뭐니 뭐니 해도,가장 중요한 점을 강조.,夏は何といっても海だ。,여름은 뭐니 뭐니 해도 바다다.,{夏|なつ}は{何|なん}といっても{海|うみ}だ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0011,N2,やっぱり,やっぱり,-,부사,역시,예상대로. やはり의 회화체.,やっぱり彼が正しかった。,역시 그가 옳았다.,やっぱり{彼|かれ}が{正|ただ}しかった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0012,N2,～と言っても,～と{言|い}っても,-,보통형 + と言っても,~라고 해도,말은 그렇지만 실제는 다름.,忙しいと言っても休む時間はある。,바쁘다고 해도 쉴 시간은 있다.,{忙|いそが}しいと{言|い}っても{休|やす}む{時間|じ|かん}はある。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0013,N2,～は～に限る,～は～に{限|かぎ}る,-,명사 + に限る,~는 ~가 최고다,그게 제일 좋다는 단정.,夏はビールに限る。,여름은 맥주가 최고다.,{夏|なつ}はビールに{限|かぎ}る。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0014,N2,～に気をつける,～に{気|き}をつける,-,명사 + に気をつける,~에 조심하다; 주의하다,위험·실수에 신경 씀.,車に気をつけてください。,차 조심하세요.,{車|くるま}に{気|き}をつけてください。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0015,N2,ろくに～ない,ろくに～ない,-,ろくに + 부정형,제대로 ~하지 않다,충분히 못 한 것에 대한 부정적 평가.,ろくに寝ていない。,제대로 자지 못했다.,ろくに{寝|ね}ていない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0016,N2,～せいか,～せいか,-,보통형 + せいか,~탓인지,원인을 추측(부정적 경향).,疲れたせいかよく眠れた。,피곤한 탓인지 잘 잤다.,{疲|つか}れたせいかよく{眠|ねむ}れた。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0017,N2,～に越したことはない,～に{越|こ}したことはない,-,동사·형용사 보통형·명사 + に越したことはない,~하는 것보다 나은 건 없다; ~이 최선이다,그렇게 하는 게 당연히 좋다.,体は元気なのに越したことはない。,몸은 건강한 것보다 나은 건 없다.,{体|からだ}は{元気|げん|き}なのに{越|こ}したことはない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0018,N2,～くせに,～くせに,-,보통형 + くせに,~인 주제에,비난·불만의 뉘앙스.,知っているくせに教えない。,알고 있는 주제에 안 가르쳐 준다.,{知|し}っているくせに{教|おし}えない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0019,N2,～ゆえに,～ゆえに,-,명사·보통형 + ゆえに,~때문에 (격식),문어적·딱딱한 원인 표현.,若さゆえに失敗も多い。,젊음 때문에 실패도 많다.,{若|わか}さゆえに{失敗|しっ|ぱい}も{多|おお}い。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0020,N2,および,および,-,명사 + および + 명사 (접속사),및; 그리고,문어적 병렬 접속.,名前および住所を書いてください。,이름 및 주소를 써 주세요.,{名前|な|まえ}および{住所|じゅう|しょ}を{書|か}いてください。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0021,N2,万一,{万一|まん|いち},-,부사 (문장 앞; ～たら와 호응),만일; 만에 하나,있을 법하지 않은 일 가정.,万一雨が降ったら中止です。,만일 비가 오면 중지입니다.,{万一|まん|いち}{雨|あめ}が{降|ふ}ったら{中止|ちゅう|し}です。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0022,N2,あえて,あえて,-,부사,굳이; 감히,일부러 어려운 쪽을 택함.,あえて厳しいことを言う。,굳이 엄한 말을 한다.,あえて{厳|きび}しいことを{言|い}う。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0023,N2,～がてら,～がてら,-,명사·동사 ます형 + がてら,~하는 김에; ~을 겸해,한 김에 다른 일도.,散歩がてら買い物をする。,산책하는 김에 장을 본다.,{散歩|さん|ぽ}がてら{買|か}い{物|もの}をする。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0024,N2,～にかけては,～にかけては,-,명사 + にかけては,~에 관해서는; ~라면,그 분야만큼은 자신 있음.,走ることにかけては負けない。,달리기에 관해서는 지지 않는다.,{走|はし}ることにかけては{負|ま}けない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0025,N2,～かねない,～かねない,-,동사 ます형 + かねない,~할 수도 있다 (나쁜 가능성),안 좋은 일이 일어날 우려.,そんな運転では事故を起こしかねない。,그런 운전으로는 사고를 낼 수도 있다.,そんな{運転|うん|てん}では{事故|じ|こ}を{起|お}こしかねない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0026,N2,いよいよ,いよいよ,-,부사,드디어; 마침내,오래 기다린 일이 임박.,いよいよ試験が始まる。,드디어 시험이 시작된다.,いよいよ{試験|し|けん}が{始|はじ}まる。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0027,N2,～から成る,～から{成|な}る,-,명사 + から成る,~로 이루어지다; ~로 구성되다,구성 요소를 나타냄. 격식.,この本は三部から成る。,이 책은 3부로 이루어진다.,この{本|ほん}は{三部|さん|ぶ}から{成|な}る。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0028,N2,いつのまにか,いつのまにか,-,부사,어느새; 어느 틈엔가,모르는 사이에 그리 됨.,いつのまにか外が暗くなった。,어느새 밖이 어두워졌다.,いつのまにか{外|そと}が{暗|くら}くなった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0029,N2,～ないで済む,～ないで{済|す}む,-,동사 ない형 + で済む,~하지 않고 끝나다; ~안 해도 되다,걱정한 일을 안 해도 됨(다행).,手術しないで済んだ。,수술하지 않고 끝났다.,{手術|しゅ|じゅつ}しないで{済|す}んだ。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0030,N2,せっかく,せっかく,-,부사,모처럼; 애써,어렵게 마련한 기회. 아쉬움과 자주 호응.,せっかく作った料理が冷めた。,모처럼 만든 요리가 식었다.,せっかく{作|つく}った{料理|りょう|り}が{冷|さ}めた。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
