jlpt.n2.grammar.0033,N2,～わけにはいかない,～わけにはいかない,-,동사 사전형 + わけにはいかない,~할 수는 없다,사회적·심리적 이유로 그렇게 할 수 없음을 나타낸다.,この仕事は途中でやめるわけにはいかない。,이 일은 도중에 그만둘 수는 없다.,この{仕事|し|ごと}は{途中|と|ちゅう}でやめるわけにはいかない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0034,N2,～ないわけにはいかない,～ないわけにはいかない,-,동사 ない형 + わけにはいかない,~하지 않을 수는 없다,사정상 하지 않을 수 없어 해야만 함을 나타낸다.,約束したから行かないわけにはいかない。,약속했으니 가지 않을 수는 없다.,{約束|やく|そく}したから{行|い}かないわけにはいかない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0035,N2,～た上で,～た{上|うえ}で,-,동사 た형 + 上で; 명사の + 上で,~한 다음에,먼저 어떤 절차를 밟은 뒤 다음 행동을 함을 나타낸다.,よく考えた上で返事します。,잘 생각한 다음에 답하겠습니다.,よく{考|かんが}えた{上|うえ}で{返事|へん|じ}します。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0036,N2,～ような気がする,～ような{気|き}がする,-,보통형 + ような気がする,~인 듯한 느낌이 든다,확실하지 않지만 그런 느낌이 듦을 나타낸다.,どこかで会ったような気がする。,어딘가에서 만난 듯한 느낌이 든다.,どこかで{会|あ}ったような{気|き}がする。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0037,N2,いったん～ば,いったん～ば,-,いったん + 동사 ば형,일단 ~하면,한 번 그렇게 되면 그다음이 이어짐을 나타낸다.,いったん始めれば最後までやる。,일단 시작하면 끝까지 한다.,いったん{始|はじ}めれば{最後|さい|ご}までやる。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0038,N2,～でいいです,～でいいです,-,명사 + でいいです,~로 괜찮습니다,적극적이지 않지만 그 정도로 만족·허용함을 나타낸다.,飲み物はお茶でいいです。,마실 것은 차로 괜찮습니다.,{飲|の}み{物|もの}はお{茶|ちゃ}でいいです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0039,N2,やむをえず,やむをえず,-,부사,어쩔 수 없이; 부득이,달리 방법이 없어 그렇게 함을 나타낸다.,台風で試合はやむをえず中止した。,태풍으로 경기는 어쩔 수 없이 취소했다.,{台風|たい|ふう}で{試合|し|あい}はやむをえず{中止|ちゅう|し}した。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0040,N2,～ではないだろうか,～ではないだろうか,-,보통형 + ではないだろうか,~인 것은 아닐까,단정을 피하고 완곡하게 추측·의견을 제시한다.,これは間違いではないだろうか。,이것은 잘못된 것이 아닐까.,これは{間違|ま|ちが}いではないだろうか。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0041,N2,～より仕方がない,～より{仕方|し|かた}がない,-,동사 사전형 + より仕方がない,~하는 수밖에 없다,다른 선택지가 없어 그렇게 할 수밖에 없음을 나타낸다.,電車がないから歩くより仕方がない。,전철이 없으니 걷는 수밖에 없다.,{電車|でん|しゃ}がないから{歩|ある}くより{仕方|し|かた}がない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
jlpt.n2.grammar.0042,N2,せめて,せめて,-,부사,적어도; 하다못해,최소한 이 정도는 바람을 나타낸다.,せめて一言お礼が言いたい。,적어도 한마디 감사 인사를 하고 싶다.,せめて{一言|ひと|こと}お{礼|れい}が{言|い}いたい。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N2 · 자작예문
