content_key,level_code,genre,passage_ja,passage_ko,question,choice1,choice2,choice3,choice4,answer,explanation_ko
jlpt.n3.reading.0001,N3,エッセイ,{私|わたし}は{毎朝|まいあさ}{三十|さんじゅう}{分|ふん}ほど{散歩|さんぽ}をするようにしている。{始|はじ}めたころは{早|はや}く{起|お}きるのがつらくて、{何|なん}{度|ど}もやめようと{思|おも}った。でも{続|つづ}けているうちに、{朝|あさ}の{空気|くうき}の{気持|きも}ちよさに{気|き}づくようになった。{今|いま}では{歩|ある}かない{日|ひ}があると、なんだか{体|からだ}が{重|おも}く{感|かん}じられる。{運動|うんどう}のためというより、{一|いち}{日|にち}を{気持|きも}ちよく{始|はじ}めるための{大切|たいせつ}な{時間|じかん}になっている。{無理|むり}に{頑張|がんば}るのではなく、{楽|たの}しみながら{続|つづ}けることが{一番|いちばん}だと{思|おも}う。,나는 매일 아침 삼십 분쯤 산책을 하려고 하고 있다. 시작했을 무렵에는 일찍 일어나는 게 힘들어서 몇 번이나 그만두려고 했다. 하지만 계속하는 사이에 아침 공기의 상쾌함을 깨닫게 되었다. 이제는 걷지 않는 날이 있으면 왠지 몸이 무겁게 느껴진다. 운동을 위해서라기보다 하루를 기분 좋게 시작하기 위한 소중한 시간이 되었다. 무리해서 애쓰는 게 아니라 즐기면서 계속하는 것이 가장 좋다고 생각한다.,この{人|ひと}は{今|いま}、{散歩|さんぽ}をどう{思|おも}っていますか。,{一|いち}{日|にち}を{気持|きも}ちよく{始|はじ}めるための{大切|たいせつ}な{時間|じかん}だ,{早|はや}く{起|お}きるのがつらいのでやめたい,{体|からだ}を{鍛|きた}えるために{我慢|がまん}してやっている,{運動|うんどう}として{一番|いちばん}{効果|こうか}があると{思|おも}っている,1,본문에 「運動のためというより、一日を気持ちよく始めるための大切な時間になっている」라고 나옵니다. 산책이 하루를 기분 좋게 시작하는 소중한 시간이 되었다는 뜻이므로 정답은 1번입니다.
jlpt.n3.reading.0002,N3,意見文,{最近|さいきん}、{本|ほん}を{読|よ}む{若者|わかもの}が{減|へ}っていると{言|い}われている。スマートフォンで{手軽|てがる}に{情報|じょうほう}が{手|て}に{入|はい}るのだから、わざわざ{本|ほん}を{読|よ}まなくてもいいという{意見|いけん}もある。しかし、{私|わたし}はそうは{思|おも}わない。{本|ほん}を{読|よ}むことは、ただ{知識|ちしき}を{得|え}るだけではない。{作者|さくしゃ}の{考|かんが}え{方|かた}にじっくり{触|ふ}れ、{自分|じぶん}でも{深|ふか}く{考|かんが}える{力|ちから}を{育|そだ}ててくれる。{短|みじか}い{文章|ぶんしょう}ばかり{読|よ}んでいると、{長|なが}い{話|はなし}を{最後|さいご}まで{理解|りかい}する{力|ちから}が{弱|よわ}くなってしまうのではないだろうか。,요즘 책을 읽는 젊은이가 줄고 있다고들 한다. 스마트폰으로 손쉽게 정보를 얻을 수 있으니 굳이 책을 읽지 않아도 된다는 의견도 있다. 하지만 나는 그렇게 생각하지 않는다. 책을 읽는 것은 단지 지식을 얻는 것만이 아니다. 작가의 사고방식에 차분히 접하고 스스로도 깊이 생각하는 힘을 길러 준다. 짧은 글만 읽고 있으면 긴 이야기를 끝까지 이해하는 힘이 약해져 버리는 것은 아닐까.,{筆者|ひっしゃ}が{最も|もっとも}{言い|いい}たいことは{何|なん}ですか。,スマートフォンは{情報|じょうほう}を{集|あつ}めるのに{便利|べんり}だ,{本|ほん}を{読|よ}むことは{深|ふか}く{考|かんが}える{力|ちから}を{育|そだ}てる,{本|ほん}を{読|よ}む{若者|わかもの}はこれからも{減|へ}り{続|つづ}ける,{短|みじか}い{文章|ぶんしょう}だけを{読|よ}むほうが{効率|こうりつ}がよい,2,「作者の考え方にじっくり触れ、自分でも深く考える力を育ててくれる」라며 필자는 책의 가치를 주장합니다. 따라서 정답은 2번입니다.
jlpt.n3.reading.0003,N3,説明文,{日本|にっぽん}では、{人|ひと}と{会|あ}ったときや{別|わか}れるときに、{頭|あたま}を{下|さ}げてあいさつをする。これを「おじぎ」という。おじぎには、{相手|あいて}を{大切|たいせつ}に{思|おも}う{気持|きも}ちが{表|あらわ}れていると{言|い}われている。{同|おな}じおじぎでも、{頭|あたま}を{下|さ}げる{深|ふか}さによって{意味|いみ}が{変|か}わる。{軽|かる}く{下|さ}げるのは{親|した}しい{人|ひと}へのあいさつで、{深|ふか}く{下|さ}げるほど、より{丁寧|ていねい}な{気持|きも}ちを{表|あらわ}す。{外国|がいこく}から{来|き}た{人|ひと}には{難|むずか}しく{感|かん}じられるかもしれないが、{慣|な}れると{自然|しぜん}にできるようになる。,일본에서는 사람을 만났을 때나 헤어질 때 고개를 숙여 인사를 한다. 이것을 '오지기'라고 한다. 오지기에는 상대를 소중히 여기는 마음이 나타나 있다고 한다. 같은 오지기라도 고개를 숙이는 깊이에 따라 의미가 달라진다. 가볍게 숙이는 것은 친한 사람에게 하는 인사이고 깊이 숙일수록 더 정중한 마음을 나타낸다. 외국에서 온 사람에게는 어렵게 느껴질 수도 있지만 익숙해지면 자연스럽게 할 수 있게 된다.,おじぎについて、{正|ただ}しいものはどれですか。,{外国|がいこく}から{来|き}た{人|ひと}はおじぎをしてはいけない,どんなときも{深|ふか}く{頭|あたま}を{下|さ}げるのが{正|ただ}しい,{頭|あたま}を{下|さ}げる{深|ふか}さによって{意味|いみ}が{変|か}わる,{親|した}しい{人|ひと}には{深|ふか}くおじぎをする,3,「頭を下げる深さによって意味が変わる」라고 설명합니다. 친한 사람에게는 가볍게 숙인다고 했으므로 4번은 틀리고 정답은 3번입니다.
jlpt.n3.reading.0004,N3,メール,{木村|きむら}さん、お{疲|つか}れさまです。{来週|らいしゅう}の{食事|しょくじ}{会|かい}のことでご{連絡|れんらく}します。{参加|さんか}してくださる{方|かた}が{思|おも}ったより{多|おお}く、{前|まえ}に{予約|よやく}した{店|みせ}では{少|すこ}し{狭|せま}くなりそうです。そこで、{駅|えき}の{近|ちか}くの{別|べつ}の{店|みせ}に{変|か}えることにしました。{時間|じかん}は{同|おな}じ{午後|ごご}{七|しち}{時|じ}のままですが、{場所|ばしょ}が{変|か}わりますので{気|き}をつけてください。{新|あたら}しい{店|みせ}の{地図|ちず}は、あとでメールで{送|おく}っておきます。{当日|とうじつ}、{楽|たの}しみにしています。,기무라 씨 수고 많으십니다. 다음 주 식사 모임 건으로 연락드립니다. 참가해 주시는 분이 생각보다 많아서 전에 예약한 가게로는 조금 좁아질 것 같습니다. 그래서 역 근처의 다른 가게로 바꾸기로 했습니다. 시간은 같은 오후 7시 그대로지만 장소가 바뀌니 주의해 주세요. 새 가게 지도는 나중에 메일로 보내 두겠습니다. 당일 기대하고 있겠습니다.,このメールで{一番|いちばん}{伝|つた}えたいことは{何|なん}ですか。,{食事|しょくじ}{会|かい}の{参加|さんか}{者|しゃ}が{少|すく}なくなったこと,{食事|しょくじ}{会|かい}の{時間|じかん}が{変|か}わったこと,{食事|しょくじ}{会|かい}が{中止|ちゅうし}になったこと,{食事|しょくじ}{会|かい}の{店|みせ}が{変|か}わったこと,4,「駅の近くの別の店に変えることにしました」라고 합니다. 시간은 그대로이고 가게가 바뀌는 것이 핵심이므로 정답은 4번입니다.
jlpt.n3.reading.0005,N3,お知らせ,みどり{市民|しみん}センターからのお{知|し}らせです。{来月|らいげつ}の{十|とお}{日|か}から{十|じゅう}{五|ご}{日|にち}まで、{館内|かんない}の{工事|こうじ}のため、{二|に}{階|かい}の{会議|かいぎ}{室|しつ}がご{利用|りよう}いただけません。{一|いち}{階|かい}の{部屋|へや}は{今|いま}までどおりお{使|つか}いいただけます。{工事|こうじ}の{期間|きかん}{中|ちゅう}は、{少|すこ}し{音|おと}がうるさくなることがあるかもしれませんが、ご{理解|りかい}をお{願|ねが}いいたします。なお、{予約|よやく}をされていた{方|ほう}には、こちらから{改|あらた}めてご{連絡|れんらく}いたします。ご{不便|ふべん}をおかけしますが、よろしくお{願|ねが}いいたします。,미도리 시민센터에서 알려 드립니다. 다음 달 10일부터 15일까지 관내 공사로 인해 2층 회의실을 이용하실 수 없습니다. 1층 방은 지금까지처럼 사용하실 수 있습니다. 공사 기간에는 조금 소음이 시끄러워질 수 있지만 양해 부탁드립니다. 또한 예약을 하셨던 분께는 저희 쪽에서 다시 연락드리겠습니다. 불편을 끼쳐 드려 죄송하지만 잘 부탁드립니다.,{工事|こうじ}の{期間|きかん}{中|ちゅう}、できないことは{何|なん}ですか。,{二|に}{階|かい}の{会議|かいぎ}{室|しつ}を{使|つか}うこと,{一|いち}{階|かい}の{部屋|へや}を{使|つか}うこと,{市民|しみん}センターに{入|はい}ること,{部屋|へや}の{予約|よやく}をすること,1,「二階の会議室がご利用いただけません」라고 되어 있습니다. 1층 방은 사용할 수 있으므로 정답은 1번입니다.
jlpt.n3.reading.0006,N3,日記,{今日|きょう}は{朝|あさ}から{雨|あめ}が{降|ふ}っていた。{傘|かさ}を{持|も}って{出|で}たのに、{帰|かえ}りには{電車|でんしゃ}の{中|なか}に{忘|わす}れてきてしまった。{駅|えき}を{出|で}るとまた{激|はげ}しく{降|ふ}り{始|はじ}めて、どうしようかと{困|こま}っていた。すると、{知|し}らない{女性|じょせい}が「よかったら、これを{使|つか}ってください」と、{自分|じぶん}の{傘|かさ}を{差|さ}し{出|だ}してくれた。その{人|ひと}は{駅|えき}のすぐ{近|ちか}くに{住|す}んでいるから{大丈夫|だいじょうぶ}だと{言|い}って、{笑|わら}って{行|い}ってしまった。ぬれずに{家|いえ}に{帰|かえ}れたことより、その{優|やさ}しさがうれしくて、{一|いち}{日|にち}{中|ちゅう}いい{気分|きぶん}だった。,오늘은 아침부터 비가 내리고 있었다. 우산을 가지고 나왔는데 돌아올 때 전철 안에 두고 와 버렸다. 역을 나오니 다시 세차게 내리기 시작해서 어쩌나 하고 곤란해하고 있었다. 그러자 모르는 여성이 '괜찮으시면 이거 쓰세요'라며 자기 우산을 내밀어 주었다. 그 사람은 역 바로 근처에 사니까 괜찮다고 말하고 웃으며 가 버렸다. 젖지 않고 집에 돌아올 수 있었던 것보다 그 친절함이 기뻐서 하루 종일 기분이 좋았다.,この{人|ひと}が{一番|いちばん}うれしかったのはどんなことですか。,{雨|あめ}がすぐにやんだこと,{知|し}らない{人|ひと}が{傘|かさ}を{貸|か}してくれた{優|やさ}しさ,{傘|かさ}を{電車|でんしゃ}に{忘|わす}れなかったこと,{濡|ぬ}れずに{家|いえ}に{帰|かえ}れたこと,2,「ぬれずに家に帰れたことより、その優しさがうれしくて」라고 합니다. 젖지 않은 것보다 낯선 사람의 친절함이 더 기뻤으므로 정답은 2번입니다.
jlpt.n3.reading.0007,N3,広告,パン{屋|や}「こむぎ」でいっしょに{働|はたら}く{人|ひと}を{探|さが}しています。{仕事|しごと}は、{朝|あさ}{早|はや}くパンを{作|つく}る{手伝|てつだ}いと、{店|みせ}でパンを{売|う}る{仕事|しごと}です。パン{作|つく}りの{経験|けいけん}がなくても{大丈夫|だいじょうぶ}です。{先輩|せんぱい}がていねいに{教|おし}えますので、{安心|あんしん}してください。{働|はたら}く{時間|じかん}は、{朝|あさ}{六|ろく}{時|じ}から{昼|ひる}{十|じゅう}{二|に}{時|じ}までです。{土曜|どよう}{日|ひ}と{日曜|にちよう}{日|ひ}も{働|はたら}ける{方|ほう}だと、なおうれしいです。{興味|きょうみ}のある{方|かた}は、{店|みせ}の{電話|でんわ}までご{連絡|れんらく}ください。,빵집 '고무기'에서 함께 일할 사람을 찾고 있습니다. 하는 일은 아침 일찍 빵을 만드는 일을 돕는 것과 가게에서 빵을 파는 일입니다. 빵 만드는 경험이 없어도 괜찮습니다. 선배가 정성껏 가르쳐 드리니 안심하세요. 일하는 시간은 아침 6시부터 낮 12시까지입니다. 토요일과 일요일도 일할 수 있는 분이면 더욱 좋습니다. 관심 있는 분은 가게 전화로 연락 주세요.,このアルバイトについて、{正|ただ}しいものはどれですか。,パン{作|つく}りの{経験|けいけん}がある{人|ひと}しか{働|はたら}けない,{働|はたら}く{時間|じかん}は{昼|ひる}から{夜|よる}までである,{経験|けいけん}がなくても{先輩|せんぱい}が{教|おし}えてくれる,{土曜|どよう}{日|ひ}と{日曜|にちよう}{日|ひ}は{休|やす}みである,3,「パン作りの経験がなくても大丈夫です。先輩がていねいに教えます」라고 되어 있으므로 정답은 3번입니다.
jlpt.n3.reading.0008,N3,体験談,{学生|がくせい}のとき、{夏休|なつやす}みを{利用|りよう}して{一|いち}か{月|げつ}{間|かん}、{外国|がいこく}の{家庭|かてい}に{泊|と}まったことがある。{行|い}く{前|まえ}は{言葉|ことば}が{通|つう}じるか{心配|しんぱい}で、あまり{眠|ねむ}れないほど{緊張|きんちょう}していた。ところが、その{家|いえ}の{人|ひと}たちはとても{親切|しんせつ}で、{私|わたし}が{言葉|ことば}に{困|こま}っていると、ゆっくり{話|はな}してくれたり、{絵|え}を{描|えが}いて{説明|せつめい}してくれたりした。おかげで、{一|いち}か{月|げつ}が{終|お}わるころには、{簡単|かんたん}な{会話|かいわ}ならできるようになっていた。{言葉|ことば}より{大切|たいせつ}なのは、{相手|あいて}を{理解|りかい}しようとする{気持|きも}ちだと、そのとき{初|はじ}めて{感|かん}じた。,학생 때 여름방학을 이용해 한 달간 외국 가정에 묵은 적이 있다. 가기 전에는 말이 통할지 걱정되어 잠을 못 이룰 만큼 긴장했다. 그런데 그 집 사람들은 무척 친절해서 내가 말에 곤란해하면 천천히 이야기해 주거나 그림을 그려 설명해 주거나 했다. 덕분에 한 달이 끝날 무렵에는 간단한 대화라면 할 수 있게 되어 있었다. 말보다 중요한 것은 상대를 이해하려는 마음이라고 그때 처음 느꼈다.,この{人|ひと}はこの{経験|けいけん}から{何|なん}を{感|かん}じましたか。,{外国|がいこく}に{行|い}く{前|まえ}は{緊張|きんちょう}しないほうがよい,{一|いち}か{月|げつ}では{言葉|ことば}は{上手|じょうず}にならない,{言葉|ことば}が{通|つう}じなければ{何|なん}もできない,{相手|あいて}を{理解|りかい}しようとする{気持|きも}ちが{大切|たいせつ}だ,4,「言葉より大切なのは、相手を理解しようとする気持ちだ」라고 합니다. 따라서 정답은 4번입니다.
jlpt.n3.reading.0009,N3,エッセイ,{料理|りょうり}が{苦手|にがて}だった{私|わたし}が、{最近|さいきん}{少|すこ}しずつ{台所|だいどころ}に{立|た}つようになった。きっかけは、{一人暮|ひとりぐ}らしを{始|はじ}めて、{毎日|まいにち}{外食|がいしょく}ばかりでは{体|からだ}によくないと{思|おも}ったことだ。{初|はじ}めのうちは、{味|あじ}が{濃|こ}すぎたり、{焦|こ}がしてしまったりと{失敗|しっぱい}ばかりだった。でも、{失敗|しっぱい}するたびに{次|つぎ}はこうしようと{考|かんが}えるのが、だんだん{楽|たの}しくなってきた。{今|いま}では、うまくできた{料理|りょうり}を{写真|しゃしん}に{撮|と}っておくのが{小|ちい}さな{楽|たの}しみになっている。{下手|へた}でも{自分|じぶん}で{作|つく}ったものは、なぜか{特別|とくべつ}においしく{感|かん}じられる。,요리가 서툴렀던 내가 요즘 조금씩 부엌에 서게 되었다. 계기는 혼자 살기 시작해서 매일 외식만 해서는 몸에 좋지 않다고 생각한 것이다. 처음에는 맛이 너무 진하거나 태워 버리거나 실패만 했다. 하지만 실패할 때마다 다음엔 이렇게 하자고 생각하는 것이 점점 즐거워졌다. 이제는 잘 된 요리를 사진으로 찍어 두는 것이 작은 즐거움이 되었다. 서툴러도 스스로 만든 것은 왠지 특별히 맛있게 느껴진다.,この{人|ひと}は{料理|りょうり}についてどう{感|かん}じるようになりましたか。,{工夫|くふう}して{作|つく}ることが{楽|たの}しくなってきた,{失敗|しっぱい}が{多|おお}いのでやめたいと{思|おも}っている,{外食|がいしょく}のほうが{体|からだ}によいと{思|おも}っている,{上手|じょうず}な{人|ひと}に{作|つく}ってもらうのが{一番|いちばん}だ,1,「失敗するたびに次はこうしようと考えるのが、だんだん楽しくなってきた」라고 합니다. 궁리하며 만드는 것이 즐거워졌으므로 정답은 1번입니다.
jlpt.n3.reading.0010,N3,意見文,{私|わたし}が{住|す}んでいる{町|まち}では、{朝|あさ}、{道|みち}で{会|あ}うと、{知|し}らない{人|ひと}{同士|どうし}でも「おはようございます」と{声|こえ}をかけ{合|あ}う。{引|ひ}っ{越|こ}してきたばかりのころは、{少|すこ}し{恥|は}ずかしくてうまく{言|い}えなかった。しかし、{慣|な}れてくると、あいさつを{交|か}わすだけで、その{日|ひ}{一日|いちにち}が{明|あか}るい{気持|きも}ちで{始|はじ}められることに{気|き}づいた。たった{一言|ひとこと}でも、それがあるかないかで、{町|まち}の{雰囲気|ふんいき}は{大|おお}きく{変|か}わる。あいさつは、{人|ひと}と{人|ひと}とをつなぐ{一番|いちばん}{簡単|かんたん}で{大切|たいせつ}な{方法|ほうほう}だと{思|おも}う。,내가 사는 동네에서는 아침에 길에서 만나면 모르는 사람끼리도 '안녕하세요'라고 서로 말을 건넨다. 막 이사 왔을 무렵에는 조금 부끄러워서 잘 말하지 못했다. 하지만 익숙해지니 인사를 나누는 것만으로 그날 하루가 밝은 기분으로 시작될 수 있다는 것을 깨달았다. 단 한마디라도 그것이 있느냐 없느냐로 동네 분위기는 크게 달라진다. 인사는 사람과 사람을 이어 주는 가장 간단하고 소중한 방법이라고 생각한다.,{筆者|ひっしゃ}はあいさつをどのように{考|かんが}えていますか。,{知|し}らない{人|ひと}にはしないほうがよい,{人|ひと}と{人|ひと}とをつなぐ{大切|たいせつ}なものだ,{恥|は}ずかしいのでしなくてもよい,{町|まち}の{雰囲気|ふんいき}とは{関係|かんけい}がない,2,「あいさつは、人と人とをつなぐ一番簡単で大切な方法だと思う」라고 합니다. 따라서 정답은 2번입니다.
