jlpt.n3.grammar.0001,N3,～たばかり,～たばかり,-,동사 た형 + ばかり,막 ~한 참,어떤 동작이 끝난 직후임을 나타낸다.,今起きたばかりです。,지금 막 일어났습니다.,{今|いま}{起|お}きたばかりです。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0002,N3,～ようになる,～ようになる,-,동사 사전형/ない형 + ようになる,~하게 되다,능력이나 습관의 변화를 나타낸다.,日本語が話せるようになりました。,일본어를 말할 수 있게 되었습니다.,{日本語|に|ほん|ご}が{話|はな}せるようになりました。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0003,N3,～ことになる,～ことになる,-,동사 사전형/ない형 + ことになる,~하게 되다,내 의지가 아닌 외부 결정으로 정해짐.,来月引っ越すことになりました。,다음 달 이사하게 되었습니다.,{来月|らい|げつ}{引|ひ}っ{越|こ}すことになりました。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0004,N3,～とても～ない,～とても～ない,-,とても + 동사 가능형 + ない,도저히 ~할 수 없다,강한 불가능을 강조한다.,この問題はとても解けない。,이 문제는 도저히 풀 수 없다.,この{問題|もん|だい}はとても{解|と}けない。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0005,N3,～らしい,～らしい,-,명사/동사·형용사 보통형 + らしい,~인 것 같다,들은 정보에 근거한 추측을 나타낸다.,彼は元気らしい。,그는 잘 지내는 것 같다.,{彼|かれ}は{元気|げん|き}らしい。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0006,N3,～て初めて,～て{初|はじ}めて,-,동사 て형 + 初めて,~하고 나서야 비로소,어떤 경험을 계기로 처음 깨달음.,使ってみて初めて分かった。,써 보고 나서야 비로소 알았다.,{使|つか}ってみて{初|はじ}めて{分|わ}かった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0007,N3,～によって,～によって,-,명사 + によって,~에 따라/~에 의해,수단이나 차이의 기준을 나타낸다.,人によって考え方が違う。,사람에 따라 생각이 다르다.,{人|ひと}によって{考|かんが}え{方|かた}が{違|ちが}う。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0008,N3,～ば～ほど,～ば～ほど,-,동사 ば형 + 동사 사전형 + ほど,~하면 할수록,정도가 함께 커짐을 나타낸다.,考えれば考えるほど分からなくなる。,생각하면 할수록 모르겠다.,{考|かんが}えれば{考|かんが}えるほど{分|わ}からなくなる。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0009,N3,～ばかり,N+ばかり,-,명사 + ばかり,~만/~뿐,같은 것만 반복함을 나타낸다.,弟はゲームばかりしている。,남동생은 게임만 하고 있다.,{弟|おとうと}はゲームばかりしている。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0010,N3,～で有名,～で{有名|ゆう|めい},-,명사 + で + 有名,~로 유명,무엇으로 유명한지 나타낸다.,この町はお寺で有名です。,이 마을은 절로 유명합니다.,この{町|まち}はお{寺|てら}で{有名|ゆう|めい}です。,polite,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
jlpt.n3.grammar.0011,N3,～を始め,～を{始|はじ}め,-,명사 + を始め,~을 비롯하여,대표적인 예를 들어 전체를 아우른다.,社長を始めみんなが集まった。,사장을 비롯해 모두가 모였다.,{社長|しゃ|ちょう}を{始|はじ}めみんなが{集|あつ}まった。,casual,ref_only:tanos_grammar+official_sample,draft,Tanos:N3 · 자작예문
